6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
9,9,0,0,0,0,0,0,0,11,11,0,0,0,4,6,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
9,9,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,11,11,0,0,9,9
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,6,5,0,0,0,4,5,0,0,9,9
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9
9,9,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,10,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,9,9
9,9,0,1,0,0,11,0,0,7,8,3,3,7,8,0,0,2,0,7,6,6,9,9,0,0,0,0,0,0,0,0,0,0,0,11,9,9
9,9,6,6,6,6,6,6,6,9,9,9,9,9,9,6,6,6,6,9,9,9,9,9,6,6,6,6,8,0,0,2,0,0,7,6,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
